2025,draft,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
22,22,BOS,Grant Williams,Tennessee,6,380,8710,2724,1393,552,0.452,0.377,0.774,22.9,7.2,3.7,1.5,15.5,0.085,-1.9,0.3
23,23,UTA,Darius Bazley,,5,237,5536,2113,1244,282,0.414,0.309,0.677,23.4,8.9,5.2,1.2,3.1,0.027,-2.4,-0.6
24,24,PHI,Ty Jerome,Virginia,6,229,4141,1986,467,648,0.458,0.381,0.85,18.1,8.7,2,2.8,9.9,0.114,0.4,2.5
25,25,POR,Nassir Little,UNC,5,237,3735,1313,688,170,0.452,0.33,0.735,15.8,5.5,2.9,0.7,4.7,0.061,-2.6,-0.5
26,26,CLE,Dylan Windler,Belmont,4,101,1090,319,212,78,0.425,0.347,0.8,10.8,3.2,2.1,0.8,1.6,0.072,-1.4,0.2
27,27,BRK,Mfiondu Kabengele,Florida State,3,55,380,143,81,19,0.383,0.301,0.852,6.9,2.6,1.5,0.3,0.4,0.055,-3.6,-0.2
28,28,GSW,Jordan Poole,Michigan,7,419,11562,7063,1122,1576,0.421,0.345,0.881,27.6,16.9,2.7,3.8,11.2,0.047,-1.8,0.7
29,29,SAS,Keldon Johnson,Kentucky,7,390,11088,6020,2124,835,0.471,0.351,0.763,28.4,15.4,5.4,2.1,18.7,0.081,-1.2,2.4
30,30,MIL,Kevin Porter Jr.,USC,6,274,7475,3832,1128,1256,0.436,0.355,0.735,27.3,14,4.1,4.6,6.7,0.043,-1.2,1.4
,,,Round 2,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
31,31,BRK,Nic Claxton,Georgia,7,331,8624,3486,2546,615,0.629,0.18,0.556,26.1,10.5,7.7,1.9,27.7,0.154,1.4,7.3
32,32,PHO,KZ Okpala,Stanford,4,98,965,222,148,47,0.409,0.286,0.667,9.8,2.3,1.5,0.5,1,0.05,-4.7,-0.7
33,33,PHI,Carsen Edwards,Purdue,3,72,706,267,79,52,0.364,0.297,0.758,9.8,3.7,1.1,0.7,0.3,0.019,-5.1,-0.5
34,34,PHI,Bruno Fernando,Maryland,6,220,2326,872,712,161,0.543,0.122,0.653,10.6,4,3.2,0.7,3.8,0.079,-3,-0.6
35,35,ATL,Didi Louzada,,2,12,185,43,20,8,0.326,0.355,1,15.4,3.6,1.7,0.7,-0.1,-0.034,-8.1,-0.3
36,36,CHO,Cody Martin,Nevada,7,263,5733,1600,975,582,0.434,0.305,0.658,21.8,6.1,3.7,2.2,7.1,0.06,-1.8,0.3
37,37,DAL,Deividas Sirvydis,,2,23,160,44,35,6,0.3,0.314,0.5,7,1.9,1.5,0.3,-0.1,-0.032,-5.9,-0.2
38,38,CHI,Daniel Gafford,Arkansas,7,392,7818,3629,2218,416,0.706,0,0.677,19.9,9.3,5.7,1.1,32.2,0.198,1.8,7.6
39,39,NOP,Alen Smailagić,,2,29,223,87,43,17,0.463,0.304,0.72,7.7,3,1.5,0.6,0.3,0.056,-3.3,-0.1
40,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.1,-0.2
41,41,GSW,Eric Paschall,Villanova,3,158,3086,1552,509,214,0.494,0.326,0.758,19.5,9.8,3.2,1.4,5,0.078,-2.2,-0.1
42,42,PHI,Admiral Schofield,Tennessee,4,131,1372,426,215,78,0.417,0.326,0.782,10.5,3.3,1.6,0.6,1.2,0.043,-4.6,-0.9
43,43,MIN,Jaylen Nowell,Washington,6,205,3519,1815,445,380,0.442,0.316,0.792,17.2,8.9,2.2,1.9,4.7,0.064,-2.1,-0.1
44,44,MIA,Bol Bol,Oregon,6,202,2750,1243,709,126,0.545,0.332,0.749,13.6,6.2,3.5,0.6,5,0.088,-0.4,1.1
45,45,DET,Isaiah Roby,Nebraska,4,151,2858,1159,667,216,0.485,0.351,0.675,18.9,7.7,4.4,1.4,4,0.068,-2.3,-0.2
46,46,ORL,Talen Horton-Tucker,Iowa State,6,305,5942,2809,800,852,0.427,0.299,0.771,19.5,9.2,2.6,2.8,6,0.049,-2,0
47,47,SAC,Ignas Brazdeikis,Michigan,3,64,838,318,122,58,0.416,0.315,0.686,13.1,5,1.9,0.9,0.4,0.024,-4.9,-0.6
48,48,LAC,Terance Mann,Florida State,7,431,9609,3496,1514,858,0.499,0.37,0.783,22.3,8.1,3.5,2,22.1,0.11,-0.9,2.6
49,49,SAS,Quinndary Weatherspoon,Mississippi State,3,42,272,88,32,24,0.452,0.188,0.826,6.5,2.1,0.8,0.6,0.2,0.03,-5.5,-0.2
50,50,IND,Jarrell Brantley,College of Charleston,3,41,273,110,53,29,0.457,0.38,0.833,6.7,2.7,1.3,0.7,0.6,0.108,0,0.1
51,51,BOS,Tremont Waters,LSU,3,40,407,149,37,85,0.354,0.296,0.96,10.2,3.7,0.9,2.1,0.1,0.012,-3,-0.1
52,52,CHO,Jalen McDaniels,San Diego State,6,252,4550,1699,829,292,0.449,0.322,0.777,18.1,6.7,3.3,1.2,5.3,0.056,-3.3,-1.5
53,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0,-0.008,-9,-0.1
54,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,0.25,0.333,0.75,7,2.8,1.8,0.3,-0.1,-0.13,-13,-0.1
55,55,NYK,Kyle Guy,Virginia,3,53,431,165,53,50,0.361,0.303,0.75,8.1,3.1,1,0.9,0.1,0.006,-4.9,-0.3
56,56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,
57,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,0.378,0.286,,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2
58,58,GSW,Miye Oni,Yale,3,80,672,145,108,37,0.35,0.33,0.75,8.4,1.8,1.4,0.5,1,0.07,-2.5,-0.1
59,59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,0.357,0.5,0.6,4.7,2.3,2.3,0.5,0,0.043,-9.6,-0.1
60,60,SAC,Vanja Marinković,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,PHO,Deandre Ayton,Arizona,8,416,12801,6826,4322,666,0.594,0.23,0.752,30.8,16.4,10.4,1.6,39.2,0.147,0.7,8.8
2,2,SAC,Marvin Bagley III,Duke,8,305,6750,3621,1967,274,0.522,0.293,0.692,22.1,11.9,6.4,0.9,13.4,0.096,-1.5,0.8
3,3,ATL,Luka Dončić,,8,466,16303,13442,4023,3843,0.468,0.35,0.754,35,28.8,8.6,8.2,60,0.177,7.7,39.9
4,4,MEM,Jaren Jackson Jr.,Michigan State,8,427,12230,7873,2362,639,0.466,0.35,0.792,28.6,18.4,5.5,1.5,29.4,0.116,0.8,8.7
5,5,DAL,Trae Young,Oklahoma,8,488,16761,12309,1697,4787,0.432,0.351,0.873,34.3,25.2,3.5,9.8,43.6,0.125,2.6,19.3
6,6,ORL,Mo Bamba,Texas,7,364,6115,2461,1980,306,0.477,0.356,0.682,16.8,6.8,5.4,0.8,15.6,0.123,0,3.1
